Date,Close/Last,Volume,Open,High,Low,Adjust Open,,
11/23/2021,$145.81,9972448,$144.25,$145.98,$143.25,144.25,,
11/22/2021,$144.78,9716788,$142.66,$145.36,$142.00,142.66,,
11/19/2021,$142.39,9380728,$143.62,$144.00,$141.94,143.62,,
11/18/2021,$143.16,8135824,$142.14,$143.29,$140.86,142.14,,
11/17/2021,$141.94,11038740,$143.16,$144.72,$141.82,143.16,,
11/16/2021,$143.17,24662230,$145.10,$146.68,$142.30,145.10,,
11/15/2021,$146.91,9631988,$148.15,$148.45,$146.40,148.15,,
11/12/2021,$147.76,6104559,$149.00,$149.24,$147.54,149.00,,
11/11/2021,$148.50,4534383,$148.77,$148.99,$148.19,148.77,,
11/10/2021,$148.44,5601211,$148.73,$149.62,$147.98,148.73,,
11/09/2021,$149.79,5000591,$149.52,$149.87,$148.865,149.52,,
11/08/2021,$149.27,5124422,$150.22,$150.51,$148.73,150.22,,
11/05/2021,$150.23,5027294,$152.00,$152.00,$149.615,152.00,,
11/04/2021,$151.28,5049739,$150.18,$151.848,$149.83,150.18,,
11/03/2021,$150.18,4736531,$149.60,$150.29,$149.03,149.60,,
11/02/2021,$149.72,4546347,$149.97,$150.175,$149.28,149.97,,
11/01/2021,$149.79,4183158,$149.98,$150.75,$149.35,149.98,,
10/29/2021,$149.42,7340928,$147.91,$150.099,$147.5606,147.91,,
10/28/2021,$148.45,4199471,$148.34,$148.98,$147.71,148.34,,
10/27/2021,$147.53,4855225,$148.96,$149.02,$147.39,148.96,,
10/26/2021,$148.75,5806238,$150.00,$150.55,$148.46,150.00,,
10/25/2021,$150.06,6429329,$148.78,$150.52,$148.01,148.78,,
10/22/2021,$148.34,7065242,$147.10,$149.69,$147.10,147.10,,
10/21/2021,$146.81,4651463,$146.58,$146.915,$145.81,146.58,,
10/20/2021,$146.00,5817866,$144.89,$146.49,$144.89,144.89,,
10/19/2021,$144.69,11148100,$144.63,$145.61,$143.66,144.63,,
10/18/2021,$141.68,6628966,$140.00,$142.005,$139.83,140.00,,
10/15/2021,$140.55,6912387,$140.62,$141.095,$139.96,140.62,,
10/14/2021,$139.87,6597204,$138.50,$140.075,$138.50,138.50,,
10/13/2021,$138.37,5981501,$139.50,$140.01,$138.13,139.50,,
10/12/2021,$139.38,5263099,$139.34,$140.41,$139.075,139.34,,
10/11/2021,$139.53,4349427,$139.52,$140.78,$139.44,139.52,,
10/08/2021,$139.66,4615761,$139.66,$140.09,$139.01,139.66,,
10/07/2021,$139.24,7022709,$138.78,$140.70,$138.76,138.78,,
10/06/2021,$137.62,6458888,$136.24,$137.79,$136.13,136.24,,
10/05/2021,$136.62,6865805,$135.95,$137.71,$135.90,135.95,,
10/04/2021,$135.73,9990084,$137.09,$138.23,$134.705,137.09,,
10/01/2021,$137.05,10004850,$139.26,$139.63,$135.9201,139.26,,
09/30/2021,$139.38,7490235,$140.64,$141.73,$139.25,140.64,,
09/29/2021,$140.44,7125163,$140.65,$141.83,$140.32,140.65,,
09/28/2021,$140.50,6860254,$141.88,$142.0748,$139.99,141.88,,
09/27/2021,$142.25,7083554,$142.87,$143.55,$141.84,142.87,,
09/24/2021,$143.17,4453540,$142.50,$143.69,$142.49,142.50,,
09/23/2021,$142.77,5195140,$143.22,$143.63,$142.45,143.22,,
09/22/2021,$142.69,5014843,$143.47,$143.60,$142.29,143.47,,
09/21/2021,$143.02,5812490,$142.70,$144.58,$142.67,142.70,,
09/20/2021,$142.74,8351467,$143.50,$145.185,$141.62,143.50,,
09/17/2021,$144.73,24346370,$144.14,$146.16,$144.02,144.14,,
09/16/2021,$145.03,6142756,$144.44,$145.3081,$143.6901,144.44,,
09/15/2021,$144.55,4949986,$144.07,$144.75,$143.79,144.07,,
09/14/2021,$144.30,5511250,$145.48,$145.88,$143.92,145.48,,
09/13/2021,$145.06,6509765,$146.52,$147.15,$144.636,146.52,,
09/10/2021,$145.89,5258401,$147.20,$147.24,$145.425,147.20,,
09/09/2021,$146.42,7442869,$147.46,$147.61,$145.84,147.46,,
09/08/2021,$147.46,6502784,$146.95,$148.32,$146.73,146.95,,
09/07/2021,$147.27,8451983,$148.97,$149.17,$147.06,148.97,,
09/03/2021,$149.25,5737903,$148.20,$149.6473,$147.90,148.20,,
09/02/2021,$148.56,6674064,$148.12,$148.785,$147.69,148.12,,
09/01/2021,$147.78,6352226,$147.56,$147.9325,$146.57,147.56,,
08/31/2021,$148.10,8359517,$147.99,$148.44,$147.24,147.99,,
08/30/2021,$147.70,5480212,$146.42,$147.9999,$146.02,146.42,,
08/27/2021,$146.52,7696152,$147.51,$147.69,$146.18,147.51,,
08/26/2021,$147.35,7822284,$147.47,$148.27,$146.67,147.47,,
08/25/2021,$148.96,7307055,$148.41,$149.28,$148.025,148.41,,
08/24/2021,$148.90,6276273,$150.50,$150.50,$148.70,150.50,,
08/23/2021,$150.45,5388696,$151.53,$151.787,$150.41,151.53,,
08/20/2021,$151.45,6466796,$150.48,$151.72,$149.75,150.48,,
08/19/2021,$150.11,7543457,$148.33,$150.66,$148.00,148.33,,
08/18/2021,$149.10,9403945,$150.55,$152.57,$149.02,150.55,,
08/17/2021,$150.70,16983360,$150.40,$152.50,$149.10,150.40,,
08/16/2021,$150.75,15975650,$149.68,$151.73,$149.04,149.68,,
08/13/2021,$149.53,5327070,$149.38,$150.36,$149.16,149.38,,
08/12/2021,$149.06,6092424,$149.00,$150.21,$148.81,149.00,,
08/11/2021,$150.01,13818560,$149.51,$151.58,$149.16,149.51,,
08/10/2021,$148.68,12754050,$146.97,$148.95,$146.25,146.97,,
08/09/2021,$145.58,5270591,$145.91,$146.48,$145.40,145.91,,
08/06/2021,$145.23,6421230,$146.21,$146.47,$144.95,146.21,,
08/05/2021,$145.49,9001814,$144.23,$145.54,$143.99,144.23,,
08/04/2021,$142.84,5100528,$143.38,$143.94,$142.74,143.38,,
08/03/2021,$143.82,6305118,$142.44,$143.90,$142.36,142.44,,
08/02/2021,$142.22,6652841,$142.83,$142.87,$141.67,142.83,,
07/30/2021,$142.55,5444061,$141.20,$142.955,$141.20,141.20,,
07/29/2021,$142.24,3687689,$142.64,$142.85,$142.0229,142.64,,
07/28/2021,$142.06,4690487,$142.48,$143.25,$141.66,142.48,,
07/27/2021,$142.64,5131905,$143.00,$143.00,$141.96,143.00,,
07/26/2021,$142.63,6172445,$142.36,$143.86,$141.46,142.36,,
07/23/2021,$142.43,5315836,$141.52,$142.72,$141.01,141.52,,
07/22/2021,$141.27,4337765,$141.13,$142.1171,$140.80,141.13,,
07/21/2021,$141.17,6197299,$142.50,$142.54,$140.705,142.50,,
07/20/2021,$141.87,6340100,$140.97,$142.47,$140.777,140.97,,
07/19/2021,$141.23,9127720,$141.41,$142.98,$139.77,141.41,,
07/16/2021,$141.56,6031805,$141.70,$142.13,$140.95,141.70,,
07/15/2021,$141.66,5991612,$142.00,$142.64,$141.09,142.00,,
07/14/2021,$141.55,6270671,$140.71,$141.80,$139.83,140.71,,
07/13/2021,$140.58,6315868,$139.99,$141.18,$139.94,139.99,,
07/12/2021,$140.05,6504976,$140.69,$140.79,$139.33,140.69,,
07/09/2021,$140.30,5061763,$140.41,$140.84,$139.93,140.41,,
07/08/2021,$139.59,7089047,$138.34,$140.65,$138.2209,138.34,,
07/07/2021,$139.71,8535819,$139.76,$141.19,$139.36,139.76,,
07/06/2021,$139.94,6093058,$139.90,$140.75,$139.515,139.90,,
07/02/2021,$140.11,8762569,$139.35,$141.08,$139.35,139.35,,
07/01/2021,$139.32,8782850,$140.41,$141.25,$139.01,140.41,,
06/30/2021,$141.02,15170350,$139.56,$142.58,$138.69,139.56,,
06/29/2021,$137.30,11987490,$137.90,$138.47,$137.23,137.90,,
06/28/2021,$138.10,5183022,$138.04,$138.64,$136.60,138.04,,
06/25/2021,$138.53,9546936,$137.13,$138.86,$136.92,137.13,,
06/24/2021,$136.91,7814653,$136.17,$137.24,$136.10,136.17,,
06/23/2021,$135.96,6463517,$136.50,$136.99,$135.93,136.50,,
06/22/2021,$137.03,6368954,$136.23,$137.72,$136.23,136.23,,
06/21/2021,$136.40,6925023,$135.66,$136.75,$135.35,135.66,,
06/18/2021,$135.17,14937580,$135.44,$136.388,$134.40,135.44,,
06/17/2021,$137.72,6447279,$137.00,$138.35,$136.71,137.00,,
06/16/2021,$137.15,9598343,$139.85,$140.04,$136.97,139.85,,
06/15/2021,$140.00,6442392,$140.84,$140.91,$139.66,140.84,,
06/14/2021,$140.56,5046896,$140.93,$140.93,$140.0301,140.93,,
06/11/2021,$140.75,8410824,$140.23,$140.85,$139.86,140.23,,
06/10/2021,$139.88,5459459,$139.08,$140.19,$139.08,139.08,,
06/09/2021,$139.08,5695127,$139.34,$140.01,$139.03,139.34,,
06/08/2021,$139.83,6706856,$140.51,$140.90,$139.81,140.51,,
06/07/2021,$140.90,5543628,$141.85,$141.97,$140.39,141.85,,
06/04/2021,$141.85,4545272,$141.46,$142.29,$141.25,141.46,,
06/03/2021,$141.60,6124824,$141.39,$141.85,$140.75,141.39,,
06/02/2021,$141.35,7765993,$141.39,$141.7099,$140.09,141.39,,
06/01/2021,$141.66,6922542,$142.21,$142.80,$141.27,142.21,,
05/28/2021,$142.03,7063303,$141.93,$142.45,$141.64,141.93,,
05/27/2021,$141.69,18858970,$143.35,$143.68,$141.69,143.35,,
05/26/2021,$142.17,6431370,$142.39,$142.88,$141.76,142.39,,
05/25/2021,$142.34,7168364,$141.80,$142.64,$141.07,141.80,,
05/24/2021,$141.76,6315316,$141.76,$142.42,$141.36,141.76,,
05/21/2021,$141.75,7642485,$142.52,$143.08,$141.60,142.52,,
05/20/2021,$142.42,10180250,$141.50,$142.87,$140.70,141.50,,
05/19/2021,$141.92,11624920,$140.71,$143.72,$140.50,140.71,,
05/18/2021,$141.91,19394560,$143.51,$144.58,$141.21,143.51,,
05/17/2021,$138.89,6491176,$140.00,$140.40,$138.77,140.00,,
05/14/2021,$139.52,5363895,$138.81,$140.24,$138.43,138.81,,
05/13/2021,$138.24,7160053,$136.23,$138.98,$135.76,136.23,,
05/12/2021,$135.94,8666144,$138.87,$138.98,$135.91,138.87,,
05/11/2021,$139.55,8821379,$140.87,$140.87,$138.32,140.87,,
05/10/2021,$140.82,8769245,$140.45,$142.08,$140.31,140.45,,
05/07/2021,$140.20,7802805,$141.63,$141.72,$139.32,141.63,,
05/06/2021,$141.05,5433952,$140.00,$141.357,$139.45,140.00,,
05/05/2021,$140.60,3965185,$140.71,$141.20,$140.25,140.71,,
05/04/2021,$140.72,6361357,$141.54,$142.03,$140.10,141.54,,
05/03/2021,$142.12,9046535,$139.68,$142.74,$139.68,139.68,,
04/30/2021,$139.91,6560007,$139.71,$139.99,$139.11,139.71,,
04/29/2021,$139.63,6531986,$137.90,$140.00,$137.90,137.90,,
04/28/2021,$137.89,4762196,$138.35,$138.59,$137.865,138.35,,
04/27/2021,$138.38,5383813,$138.00,$138.945,$137.55,138.00,,
04/26/2021,$137.91,7615411,$139.91,$140.00,$137.64,139.91,,
04/23/2021,$139.90,7661332,$139.10,$140.342,$139.03,139.10,,
04/22/2021,$139.67,6568371,$141.08,$141.45,$139.42,141.08,,
04/21/2021,$141.20,5778363,$140.77,$141.70,$140.53,140.77,,
04/20/2021,$140.79,8150659,$139.42,$141.77,$138.82,139.42,,
04/19/2021,$139.71,6426991,$140.29,$140.57,$139.61,140.29,,
04/16/2021,$140.61,8829461,$140.89,$140.96,$139.71,140.89,,
04/15/2021,$140.16,7236777,$139.40,$140.47,$139.20,139.40,,
04/14/2021,$139.32,7308164,$139.12,$139.46,$138.42,139.12,,
04/13/2021,$139.37,5799331,$139.80,$140.00,$138.87,139.80,,
04/12/2021,$139.80,6241041,$140.07,$140.38,$139.34,140.07,,
04/09/2021,$139.78,6892161,$139.63,$140.09,$138.7138,139.63,,
04/08/2021,$139.71,6365153,$140.45,$141.12,$139.66,140.45,,
04/07/2021,$139.80,6787192,$140.30,$140.75,$139.65,140.30,,
04/06/2021,$140.10,10348230,$139.11,$140.9482,$138.52,139.11,,
04/05/2021,$139.43,13347720,$136.72,$140.16,$136.20,136.72,,
04/01/2021,$135.62,8531718,$135.94,$136.89,$135.33,135.94,,
03/31/2021,$135.83,8182012,$135.55,$136.86,$134.96,135.55,,
03/30/2021,$135.74,9076726,$136.33,$137.59,$135.47,136.33,,
03/29/2021,$136.67,10048840,$135.00,$137.01,$134.60,135.00,,
03/26/2021,$135.13,9551168,$134.00,$135.20,$133.421,134.00,,
03/25/2021,$134.01,9375334,$133.26,$134.5301,$132.87,133.26,,
03/24/2021,$133.11,7849144,$134.43,$134.43,$133.05,134.43,,
03/23/2021,$133.94,9718262,$131.71,$134.30,$131.63,131.71,,
03/22/2021,$132.37,8217950,$131.00,$132.45,$130.99,131.00,,
03/19/2021,$131.74,19234520,$130.13,$132.50,$129.90,130.13,,
03/18/2021,$130.01,9938471,$131.16,$131.95,$129.93,131.16,,
03/17/2021,$132.28,8052060,$132.50,$133.14,$131.98,132.50,,
03/16/2021,$133.39,6626953,$132.82,$134.28,$132.82,132.82,,
03/15/2021,$133.43,8366025,$134.74,$134.75,$132.825,134.74,,
03/12/2021,$134.12,9479187,$132.52,$134.52,$132.0801,132.52,,
03/11/2021,$132.13,11829890,$133.36,$133.49,$131.53,133.36,,
03/10/2021,$132.18,14976450,$128.86,$133.05,$128.47,128.86,,
03/09/2021,$128.89,10662880,$128.80,$129.88,$128.32,128.80,,
03/08/2021,$127.88,13662800,$129.33,$129.84,$127.81,129.33,,
03/05/2021,$129.12,11357860,$126.83,$129.7459,$126.75,126.83,,
03/04/2021,$127.53,15115970,$127.86,$129.58,$126.28,127.86,,
03/03/2021,$127.59,13945760,$129.50,$129.93,$127.55,129.50,,
03/02/2021,$130.11,9743566,$131.51,$132.75,$130.01,131.51,,
03/01/2021,$131.37,11544850,$131.58,$132.57,$131.13,131.58,,
02/26/2021,$129.92,14156930,$131.48,$131.81,$129.86,131.48,,
02/25/2021,$131.95,11108230,$133.10,$134.01,$131.484,133.10,,
02/24/2021,$133.21,15521910,$135.87,$136.16,$133.05,135.87,,
02/23/2021,$135.47,10433400,$137.11,$137.39,$135.06,137.11,,
02/22/2021,$137.69,10702210,$137.74,$138.34,$136.25,137.74,,
02/19/2021,$138.34,12201990,$137.80,$139.42,$137.67,137.80,,
02/18/2021,$137.66,32309130,$139.00,$140.70,$137.50,139.00,,
02/17/2021,$147.20,8675565,$144.65,$147.50,$144.50,144.65,,
02/16/2021,$145.66,9297029,$145.94,$146.39,$144.93,145.94,,
02/12/2021,$144.47,4474531,$144.16,$144.61,$143.67,144.16,,
02/11/2021,$144.02,4263820,$144.14,$144.95,$143.71,144.14,,
02/10/2021,$144.13,6192319,$145.83,$145.90,$143.5388,145.83,,
02/09/2021,$145.83,5302336,$144.58,$146.32,$144.58,144.58,,
02/08/2021,$145.03,5275117,$144.81,$145.58,$144.46,144.81,,
02/05/2021,$144.36,6817249,$143.46,$144.85,$142.53,143.46,,
02/04/2021,$142.53,5782089,$141.79,$143.18,$141.26,141.79,,
02/03/2021,$141.20,4988932,$140.66,$142.05,$140.63,140.66,,
02/02/2021,$140.77,9000788,$139.76,$142.15,$139.4401,139.76,,
02/01/2021,$139.27,8648363,$140.91,$141.49,$139.19,140.91,,
01/29/2021,$140.49,10836370,$143.18,$143.75,$140.35,143.18,,
01/28/2021,$143.75,7433874,$144.46,$146.26,$143.63,144.46,,
01/27/2021,$143.84,9970114,$146.96,$147.86,$143.55,146.96,,
01/26/2021,$147.51,5010495,$145.63,$147.81,$145.47,145.63,,
01/25/2021,$146.20,6343721,$145.36,$146.25,$144.27,145.36,,
01/22/2021,$146.33,6406452,$145.60,$147.34,$145.12,145.60,,
01/21/2021,$144.85,4783285,$145.36,$145.73,$144.21,145.36,,
01/20/2021,$145.51,7925237,$143.59,$145.66,$142.89,143.59,,
01/19/2021,$143.39,8041153,$144.64,$145.07,$142.67,144.64,,
01/15/2021,$144.64,11973490,$145.14,$145.90,$143.671,145.14,,
01/14/2021,$146.97,7672366,$147.82,$148.00,$146.035,147.82,,
01/13/2021,$147.45,5356541,$148.75,$149.07,$147.43,148.75,,
01/12/2021,$148.97,7791143,$149.00,$149.93,$148.32,149.00,,
01/11/2021,$147.29,8782414,$146.00,$147.99,$146.00,146.00,,
01/08/2021,$146.63,8159400,$146.88,$147.00,$145.81,146.88,,
01/07/2021,$146.65,6845971,$147.62,$147.76,$146.04,147.62,,
01/06/2021,$146.66,7306302,$145.09,$148.10,$145.0111,145.09,,
01/05/2021,$145.75,8832653,$146.60,$147.07,$144.49,146.60,,
01/04/2021,$146.53,10727410,$144.30,$146.89,$144.28,144.30,,
12/31/2020,$144.15,5938018,$144.20,$144.27,$142.85,144.20,,
12/30/2020,$144.18,6250385,$144.88,$145.15,$143.94,144.88,,
12/29/2020,$144.30,5979380,$145.64,$145.845,$143.59,145.64,,
12/28/2020,$145.22,6448325,$144.04,$145.30,$143.33,144.04,,
12/24/2020,$143.50,3018157,$143.54,$144.39,$143.18,143.54,,
12/23/2020,$143.22,6810150,$143.54,$144.22,$142.30,143.54,,
12/22/2020,$144.20,12554060,$145.15,$146.23,$143.14,145.15,,
12/21/2020,$145.97,8517668,$145.50,$146.67,$145.0638,145.50,,
12/18/2020,$145.95,13794740,$146.615,$147.18,$145.16,146.615,,
12/17/2020,$146.10,10226460,$146.06,$146.44,$145.15,146.06,,
12/16/2020,$145.43,8550348,$146.24,$146.89,$145.08,146.24,,
12/15/2020,$145.58,10631500,$145.52,$146.36,$144.86,145.52,,
12/14/2020,$145.65,8362652,$147.70,$147.72,$145.40,147.70,,
12/11/2020,$147.00,5620262,$146.92,$147.5081,$145.94,146.92,,
12/10/2020,$147.04,6884118,$147.75,$148.15,$146.57,147.75,,
12/09/2020,$148.27,6713231,$150.00,$150.00,$147.89,150.00,,
12/08/2020,$149.45,6905454,$147.36,$149.85,$147.18,147.36,,
12/07/2020,$148.11,6159738,$148.46,$148.99,$147.16,148.46,,
12/04/2020,$148.91,6963068,$149.51,$149.51,$147.58,149.51,,
12/03/2020,$149.30,8575283,$150.28,$150.28,$148.39,150.28,,
12/02/2020,$150.52,7849016,$152.00,$152.62,$149.532,152.00,,
12/01/2020,$152.64,7647091,$153.60,$153.6597,$151.66,153.60,,
11/30/2020,$152.79,10898520,$151.60,$152.95,$150.10,151.60,,
11/27/2020,$151.60,3666527,$152.15,$152.72,$151.10,152.15,,
11/25/2020,$151.83,4611107,$151.25,$152.39,$151.21,151.25,,
11/24/2020,$151.36,5722923,$151.74,$151.98,$150.27,151.74,,
11/23/2020,$150.93,6185714,$150.37,$151.40,$149.37,150.37,,
11/20/2020,$150.24,7320855,$151.17,$152.76,$149.81,151.17,,
11/19/2020,$152.12,6196868,$149.46,$152.45,$149.32,149.46,,
11/18/2020,$149.09,8312289,$149.86,$151.67,$149.05,149.86,,
11/17/2020,$149.37,14237210,$150.50,$153.2448,$149.18,150.50,,
11/16/2020,$152.44,11520140,$150.53,$153.40,$149.28,150.53,,
11/13/2020,$150.54,6603838,$148.94,$150.935,$147.52,148.94,,
11/12/2020,$148.23,4192331,$148.48,$148.7106,$147.10,148.48,,
11/11/2020,$147.98,6268607,$146.92,$148.955,$146.40,146.92,,
11/10/2020,$145.56,6066444,$143.75,$146.4371,$143.5301,143.75,,
11/09/2020,$143.54,9399524,$148.00,$148.1992,$143.48,148.00,,
11/06/2020,$145.77,5399488,$144.36,$146.22,$143.55,144.36,,
11/05/2020,$143.47,4734235,$144.00,$144.23,$142.94,144.00,,
11/04/2020,$141.96,5975827,$141.57,$144.39,$141.3361,141.57,,
11/03/2020,$142.78,5137741,$141.65,$144.16,$141.57,141.65,,
11/02/2020,$140.40,5525218,$140.59,$140.81,$139.03,140.59,,
10/30/2020,$138.75,6202739,$139.18,$140.09,$137.37,139.18,,
10/29/2020,$139.92,5051348,$140.00,$141.11,$138.70,140.00,,
10/28/2020,$140.04,5616441,$140.96,$142.13,$139.88,140.96,,
10/27/2020,$142.87,3943651,$142.05,$143.70,$141.97,142.05,,
10/26/2020,$142.16,5370597,$142.84,$143.124,$140.94,142.84,,
10/23/2020,$143.85,3513489,$143.97,$144.14,$142.85,143.97,,
10/22/2020,$143.55,4451577,$144.19,$144.56,$142.69,144.19,,
10/21/2020,$144.40,4371427,$143.84,$145.7259,$143.84,143.84,,
10/20/2020,$143.90,4843212,$144.11,$145.53,$143.62,144.11,,
10/19/2020,$142.95,4881070,$145.10,$145.37,$142.751,145.10,,
10/16/2020,$144.71,5647341,$145.40,$146.15,$144.47,145.40,,
10/15/2020,$144.53,4568475,$143.09,$144.96,$142.8374,143.09,,
10/14/2020,$143.94,6574109,$146.40,$146.525,$143.7601,146.40,,
10/13/2020,$146.23,7933449,$144.68,$146.605,$144.36,144.68,,
10/12/2020,$144.25,6134149,$143.02,$145.39,$143.02,143.02,,
10/09/2020,$142.78,4831602,$141.66,$143.34,$141.56,141.66,,
10/08/2020,$141.36,4892290,$141.51,$142.09,$141.12,141.51,,
10/07/2020,$140.89,5649732,$141.26,$141.55,$140.25,141.26,,
10/06/2020,$140.63,7158481,$141.87,$142.9399,$140.25,141.87,,
10/05/2020,$141.80,4753039,$141.29,$142.1899,$141.065,141.29,,
10/02/2020,$140.50,8194974,$142.34,$143.10,$140.1297,142.34,,
10/01/2020,$143.08,14430330,$140.80,$144.3799,$140.26,140.80,,
09/30/2020,$139.91,11608820,$137.39,$141.74,$137.2014,137.39,,
09/29/2020,$137.14,9240908,$137.25,$138.14,$136.39,137.25,,
09/28/2020,$137.25,7065659,$137.16,$138.05,$136.72,137.16,,
09/25/2020,$137.27,7539596,$136.52,$137.535,$135.96,136.52,,
09/24/2020,$136.70,9817694,$135.73,$137.795,$135.07,135.73,,
09/23/2020,$135.99,7711108,$139.00,$139.24,$135.8193,139.00,,
09/22/2020,$138.31,11034020,$137.07,$138.99,$136.57,137.07,,
09/21/2020,$137.07,15758500,$136.50,$137.24,$135.29,136.50,,
09/18/2020,$135.29,18236350,$136.44,$137.53,$134.75,136.44,,
09/17/2020,$136.69,12415030,$135.43,$137.57,$135.02,135.43,,
09/16/2020,$136.26,9292649,$138.41,$138.6825,$136.05,138.41,,
09/15/2020,$137.36,10142620,$138.23,$139.0799,$136.68,138.23,,
09/14/2020,$137.32,15244650,$136.14,$141.10,$135.88,136.14,,
09/11/2020,$136.70,9626577,$137.05,$138.44,$135.55,137.05,,
09/10/2020,$136.81,11236420,$140.06,$140.535,$136.5857,140.06,,
09/09/2020,$139.89,11223030,$140.09,$142.61,$139.45,140.09,,
09/08/2020,$138.45,11322250,$141.41,$141.90,$138.26,141.41,,
09/04/2020,$142.83,11327360,$144.02,$145.0382,$140.10,144.02,,
09/03/2020,$144.54,16005000,$146.70,$149.60,$141.81,146.70,,
09/02/2020,$147.68,17221990,$151.25,$151.33,$145.61,151.25,,
09/01/2020,$147.59,35708210,$141.20,$149.59,$140.05,141.20,,
08/31/2020,$138.85,15078780,$137.48,$138.89,$135.53,137.48,,
08/28/2020,$140.30,21350310,$141.00,$141.07,$137.84,141.00,,
08/27/2020,$136.63,39672910,$131.08,$139.35,$130.90,131.08,,
08/26/2020,$130.70,6271556,$130.21,$130.88,$129.70,130.21,,
08/25/2020,$130.63,7240819,$130.80,$131.2367,$129.67,130.80,,
08/24/2020,$131.33,6604550,$132.25,$132.48,$130.33,132.25,,
08/21/2020,$131.63,8287994,$130.55,$132.67,$130.10,130.55,,
08/20/2020,$130.57,8936882,$131.21,$132.07,$130.05,131.21,,
08/19/2020,$132.41,12718400,$134.21,$134.66,$131.855,134.21,,
08/18/2020,$134.71,26744180,$136.17,$137.6323,$133.17,136.17,,
08/17/2020,$135.60,13155000,$134.35,$136.13,$133.85,134.35,,
08/14/2020,$132.60,6702087,$132.34,$132.97,$131.63,132.34,,
08/13/2020,$131.85,6622444,$131.21,$131.96,$130.73,131.21,,
08/12/2020,$131.89,6372112,$130.47,$132.23,$129.08,130.47,,
08/11/2020,$130.20,8453355,$132.59,$132.87,$129.7303,132.59,,
08/10/2020,$131.88,5894354,$130.24,$132.34,$129.65,130.24,,
08/07/2020,$129.97,5519487,$129.58,$130.46,$129.11,129.58,,
08/06/2020,$129.35,4832140,$129.13,$130.23,$129.0299,129.13,,
08/05/2020,$129.81,8503573,$130.45,$130.75,$128.83,130.45,,
08/04/2020,$131.64,6073225,$129.65,$131.71,$128.94,129.65,,
08/03/2020,$129.30,4992088,$129.91,$130.115,$128.2713,129.91,,
07/31/2020,$129.40,7211535,$129.65,$130.09,$127.62,129.65,,
07/30/2020,$130.12,4596121,$129.42,$130.42,$128.72,129.42,,
07/29/2020,$130.69,4741109,$131.56,$131.86,$129.85,131.56,,
07/28/2020,$131.76,4804721,$131.50,$132.38,$130.92,131.50,,
07/27/2020,$131.21,4681850,$130.86,$131.98,$130.86,130.86,,
07/24/2020,$131.24,4345783,$130.95,$132.40,$130.51,130.95,,
07/23/2020,$131.64,5598752,$133.00,$133.15,$131.31,133.00,,
07/22/2020,$132.66,5388177,$132.57,$133.03,$131.19,132.57,,
07/21/2020,$132.33,7240401,$131.56,$133.99,$131.45,131.56,,
07/20/2020,$131.47,6114183,$131.96,$132.74,$131.14,131.96,,
07/17/2020,$131.74,6063169,$133.37,$133.37,$131.47,133.37,,
07/16/2020,$132.20,5892165,$132.05,$132.73,$131.24,132.05,,
07/15/2020,$132.00,10577120,$132.27,$134.13,$130.80,132.27,,
07/14/2020,$132.01,8818555,$129.28,$132.50,$129.026,129.28,,
07/13/2020,$129.52,14112780,$131.33,$133.63,$128.89,131.33,,
07/10/2020,$130.68,14745630,$128.735,$131.37,$127.26,128.735,,
07/09/2020,$127.75,14257240,$125.61,$128.18,$124.95,125.61,,
07/08/2020,$124.44,17405710,$128.00,$128.13,$124.40,128.00,,
07/07/2020,$126.95,31152680,$118.45,$127.55,$118.22,118.45,,
07/06/2020,$118.89,7231664,$119.80,$119.87,$118.22,119.80,,
07/02/2020,$119.21,5898559,$120.09,$120.88,$118.86,120.09,,
07/01/2020,$119.69,6577921,$119.45,$119.92,$118.66,119.45,,
06/30/2020,$119.78,6836358,$119.22,$120.13,$118.54,119.22,,
06/29/2020,$119.06,5503784,$118.50,$119.68,$118.215,118.50,,
06/26/2020,$118.32,8997170,$119.60,$120.84,$118.02,119.60,,
06/25/2020,$119.71,6856615,$119.76,$120.16,$118.38,119.76,,
06/24/2020,$120.30,6871610,$120.74,$121.1153,$119.58,120.74,,
06/23/2020,$121.07,6575915,$122.75,$122.85,$120.9606,122.75,,
06/22/2020,$121.68,9112847,$120.97,$122.09,$120.40,120.97,,
06/19/2020,$119.85,13342920,$118.89,$120.30,$117.75,118.89,,
06/18/2020,$117.99,6689974,$118.54,$119.06,$117.66,118.54,,
06/17/2020,$119.03,6722337,$119.86,$120.13,$118.40,119.86,,
06/16/2020,$119.65,8395210,$119.80,$120.2299,$118.54,119.80,,
06/15/2020,$118.08,10901060,$118.40,$118.68,$117.01,118.40,,
06/12/2020,$117.74,10786440,$120.51,$120.75,$117.06,120.51,,
06/11/2020,$120.09,11387650,$120.99,$122.58,$119.48,120.99,,
06/10/2020,$121.16,9380549,$121.56,$122.50,$121.1301,121.56,,
06/09/2020,$121.35,6915437,$121.60,$122.00,$120.56,121.60,,
06/08/2020,$121.24,9448064,$119.58,$121.24,$119.46,119.58,,
06/05/2020,$121.56,13112390,$122.57,$122.68,$119.91,122.57,,
06/04/2020,$122.11,8004963,$122.80,$123.887,$121.82,122.80,,
06/03/2020,$123.47,6754333,$123.90,$123.99,$122.66,123.90,,
06/02/2020,$123.94,6395935,$123.59,$124.1525,$122.81,123.59,,
06/01/2020,$123.96,6855752,$123.44,$124.41,$122.36,123.44,,
